Description,Employer,Language,Location,Multiple,State,Translation,Category
Content Manager 80% für 8 Monate ab Juni 2020,"Universal-Job AG, Zürich-Technik-IT",,Zürich,N,Zurich,Content Manager 80% for 8 months from June 2020,IT
CRM Application Manager/-in (Salesforce) (80-100%),CT Cinetrade AG,,Zürich,N,Zurich,CRM Application Manager / -in (Salesforce) (80-100%),IT
Cross Platform Developer / Software Architect (Mobile Applications iOS/Android),ELCA Informatik AG,,Zürich,N,Zurich,Cross Platform Developer / Software Architect (Mobile Applications iOS / Android),IT
Cyber Security Engineer,Harvey Nash AG,,Zürich,N,Zurich,Cyber ​​Security Engineer,IT
Cyber Security Engineer (m/w) - Projekteinsatz,yellowshark AG,,Zürich,N,Zurich,Cyber ​​Security Engineer (m / f) - project work,IT
Data Analytics Solution Architect,Avaloq Evolution AG,,Zürich,N,Zurich,Data Analytics Solution Architect,IT
Data Scientist (m/f),Robert Walters Professional Services and Consulting,,Zürich,N,Zurich,Data Scientist (m / f),IT
Data Scientist (R Coding),Schroders,,Zürich,N,Zurich,Data Scientist (R Coding),IT
Data Warehouse (SAP BW) Specialist 100%,Vontobel,,Zürich,N,Zurich,Data Warehouse (SAP BW) Specialist 100%,IT
Data Warehouse (SAP BW) Specialist 100%,Vontobel,,Zürich,N,Zurich,Data Warehouse (SAP BW) Specialist 100%,IT
Datenbank-Spezialist/in 100%,,,Zürich,N,Zurich,Database specialist / in 100%,IT
Desktop Developer Risk Control Department 100%,Leonteq Securities AG,,Zürich,N,Zurich,Desktop Developer Risk Control Department 100%,IT
DevOps Engineer,Harvey Nash AG,,Zürich,N,Zurich,DevOps Engineer,IT
Digital Marketing Spezialist (w/m) 100%,BDO AG,,Zürich,N,Zurich,Digital Marketing Specialist (w / m) 100%,IT
Digital Workflows Analyst - Third Level Support,Credit Suisse AG,,Zürich,N,Zurich,Digital workflows Analyst - Third Level Support,IT
Embedded Tester,Aduno Gruppe,,Zürich,N,Zurich,EmbeddedTester,IT
Enterprise / Solution Architekt 60 - 100% (m/w),RM IT Professional Resources AG,,Zürich,N,Zurich,Enterprise / Solution architect 60-100% (w / w),IT
Enterprise Architect (m/w/d),Genossenschaft Migros Zürich,,Zürich,N,Zurich,Enterprise Architect (m / w / d),IT
Enterprise Transformation Architect (m/f),swisselect ag,,Zürich,N,Zurich,Enterprise transformation Architect (m / f),IT
Expert C++ Test Engineer - Technology Evangelist,The Stamford Group AG,,Zürich,N,Zurich,Expert C ++ Test Engineer - Technology Evangelist,IT
Expert C++ Test Engineer - Technology Evangelist,The Stamford Group AG,,Zürich,N,Zurich,Expert C ++ Test Engineer - Technology Evangelist,IT
Expert C++ Test Engineer - Technology Evangelist,Stamford Consultants AG,,Zürich,N,Zurich,Expert C ++ Test Engineer - Technology Evangelist,IT
Front End Developer (m/w/x),Huxley,,Zürich,N,Zurich,Front End Developer (m / f / x),IT
Frontend Engineer (w/m) 80-100% - tutti.ch team,tutti.ch,,Zürich,N,Zurich,Frontend Engineer (w / w) 80-100% - tutti.ch team,IT
Frontend Software Engineer (Cost & Fees),Avaloq Evolution AG,,Zürich,N,Zurich,Frontend Software Engineer (Cost & Fees),IT
Frontend Software Engineer E-Commerce 1 1,SIX Payment Services AG,,Zürich,N,Zurich,Frontend Software Engineer e-commerce 1 1,IT
Frontend Web-Softwareingenieur/in gesucht! (Teilzeit möglich),Supercomputing Systems AG,,Zürich,N,Zurich,Frontend Web Software Engineer / in wanted! (Part time),IT
Full Stack developer (java),Cognizant Technology Solutions AG,,Zürich,N,Zurich,Full stack developer (java),IT
Full Stack-Entwickler/in in einem agilem Umfeld,Zürcher Kantonalbank,,Zürich,N,Zurich,Full Stack Developer / in in an agile environment,IT
Full Stack-Entwickler/in in einem agilen Umfeld,Zürcher Kantonalbank,,Zürich,N,Zurich,Full Stack Developer / in in an agile environment,IT
Full-Stack Developer,Flowable AG,,Zürich,N,Zurich,Full-Stack Developer,IT
Fullstack Java Developer,The Stamford Group AG,,Zürich,N,Zurich,Full Stack Java Developer,IT
Fullstack Java Developer,Stamford Consultants AG,,Zürich,N,Zurich,Full Stack Java Developer,IT
"Hochschultrainee, mit technischem Abschluss, in unserem T-Shaped Trainee Programm",Zürcher Kantonalbank,,Zürich,N,Zurich,"University trainee with technical programs, in our T-Shaped trainee program",IT
ICT - Senior DevOps Engineer (m/w),yellowshark AG,,Zürich,N,Zurich,ICT - Senior DevOps Engineer (m / f),IT
ICT System Specialist / System Engineer,Art of Work Personalberatung AG,,Zürich,N,Zurich,ICT System Specialist / System Engineer,IT
Informatiker 60% (m/w),Schweizerisch-Liechtensteinischer Gebäudetechnikverband,,Zürich,N,Zurich,Computer 60% (w / w),IT
Integrator/in & Entwickler/in Cloud-ERP 100%,Tocco AG,,Zürich,N,Zurich,Integrator / in & Developer / in cloud ERP 100%,IT
IT & Business Engineer/Business Analyst (80-100%),SIX Payment Services AG,,Zürich,N,Zurich,IT & Business Engineer / Business Analyst (80-100%),IT
IT Security,2parse.it gmbh,,Zürich,N,Zurich,IT Security,IT
IT Security Engineer,Vontobel,,Zürich,N,Zurich,IT Security Engineer,IT
IT Security Engineer (m/w),yellowshark AG,,Zürich,N,Zurich,IT Security Engineer (m / f),IT
IT Security Expert (80% - 100%) (m/f/d),Hays (Schweiz) AG,,Zürich,N,Zurich,IT Security Expert (80% - 100%) (m / f / d),IT
IT Security Operations Manager,Cembra Money Bank,,Zürich,N,Zurich,IT Security Operations Manager,IT
"IT Sourcing & Supplier Specialist (m/w), 80-100%",Zurich Insurance Company,,Zürich,N,Zurich,"IT Sourcing & Supplier Specialist (m / w), 80-100%",IT
IT Specialist - WM Investment Plattform 80 - 100%,Vontobel,,Zürich,N,Zurich,IT Specialist - WM Investment platform 80 - 100%,IT
IT Supporter für unsere hauseigenen Produkte,auto-i-dat ag,,Zürich,N,Zurich,IT Supporter for our own products,IT
"IT System Engineer - innovativ, interessiert und flexibel",SIX Payment Services AG,,Zürich,N,Zurich,"IT System Engineer - innovative, interesting and flexible",IT
IT-Fachperson,Kantonale Verwaltung Zürich,,Zürich,N,Zurich,IT expert,IT
IT-Quant im Bereich Strukturierte Produkte,Luzerner Kantonalbank,,Zürich,N,Zurich,IT Quant in structured products,IT
Java Developer,Experis Schweiz Zürich,,Zürich,N,Zurich,Java Developer,IT
Java Developer im Devisenhandel,Harvey Nash AG,,Zürich,N,Zurich,Java Developer in forex trading,IT
Java Fullstack Applikationsentwickler,ITech Consult AG,,Zürich,N,Zurich,Java application developers Full Stack,IT
Java Fullstack Entwickler,2parse.it gmbh,,Zürich,N,Zurich,Java Full Stack Developer,IT
Java Software Engineer,SIX Payment Services AG,,Zürich,N,Zurich,Java Software Engineer,IT
Java Software Entwickler m/w,e3 AG,,Zürich,N,Zurich,Java Software Developer m / f,IT
Java Solution Engineer,Pro Informatik GmbH,,Zürich,N,Zurich,Java Solution Engineer,IT
Junior CRM-Administrator (w/m) 80-100%,Homegate AG,,Zürich,N,Zurich,Junior CRM Administrator (m / w) 80-100%,IT
Junior Frontend Software Engineer E-Commerce 1,SIX Payment Services AG,,Zürich,N,Zurich,Junior Front End Software Engineer e-Commerce 1,IT
JUNIOR IT SPECIALIST 100%,Boston Consulting Group,,Zürich,N,Zurich,JUNIOR IT SPECIALIST 100%,IT
Junior- Software Developer C#/.Net (100%),Luzi AG,,Zürich,N,Zurich,Junior Software Developer C # /. Net (100%),IT
Key Account Manager/in ICT,Careerplus AG,,Zürich,N,Zurich,Key Account Manager / in ICT,IT
Lead DevOps Engineer (f/m) 80-100%,Doodle AG,,Zürich,N,Zurich,Lead DevOps Engineer (f / m) 80-100%,IT
Lead Software Engineer - Full Stack (w/m),Abraxas Informatik AG,,Zürich,N,Zurich,Lead Software Engineer - Full Stack (w / m),IT
Linux Engineer,The Stamford Group AG,,Zürich,N,Zurich,Linux Engineer,IT
Manager for IT Risk & Assurance / EMEIA Financial Services - Advisory Team in Zurich,EY,,Zürich,N,Zurich,Manager for IT Risk & Assurance / EMEIA Financial Services - Advisory Team in Zurich,IT
Mobile App Entwickler/in Android,Zürcher Kantonalbank,,Zürich,N,Zurich,Mobile App Developer / in Android,IT
"MSBI Developer SSIS, SSAS, SQL, ETL",The Stamford Group AG,,Zürich,N,Zurich,"MSBI Developer SSIS, SSAS, SQL, ETL",IT
Netzwerk-Administrator (w/m),axia,,Zürich,N,Zurich,Network Administrator (m / f),IT
Operation Manager VoIP,Pro Informatik GmbH,,Zürich,N,Zurich,Operation Manager VoIP,IT
"Operations Analyst/in, 80 - 100%",Stadt Zürich - Organisation und Informatik,,Zürich,N,Zurich,"Operations Analyst / in, 80-100%",IT
Oracle Database Specialist (m/w/d),Atos AG,,Zürich,N,Zurich,Oracle Database Specialist (m / w / d),IT
Oracle Datenbank-Administrator (DBA),axia,,Zürich,N,Zurich,Oracle database administrator (DBA),IT
Oracle Subject Matter Expert,Pro Informatik GmbH,,Zürich,N,Zurich,Oracle Subject Matter Expert,IT
PLI Developer,Credit Suisse AG,,Zürich,N,Zurich,PLI Developer,IT
Praktikum in der Programmierung (mind. 50% Pensum),SWITCH,,Zürich,N,Zurich,Internship in programming (min. 50% workload),IT
Praktikum Software Entwicklung (70-100%),VZ VermögensZentrum,,Zürich,N,Zurich,Practical Software Development (70-100%),IT
Professional ICT Requirements Engineer (m/w) 100% [Ref:1275],Freestar-Informatik AG,,Zürich,N,Zurich,Professional ICT Requirements Engineer (m / w) 100% [Ref: 1275],IT
Professional ICT Test Manager (m/w) 100% [Ref:1211],Freestar-Informatik AG,,Zürich,N,Zurich,Professional ICT Test Manager (m / w) 100% [Ref: 1211],IT
Python Developer,The Stamford Group AG,,Zürich,N,Zurich,Python Developer,IT
Python Developer - SQL / PySpark,RM IT Professional Resources AG,,Zürich,N,Zurich,Python Developer - SQL / PySpark,IT
Python Fullstack Engineer (f/m/x),Robert Half,,Zürich,N,Zurich,Python full stack Engineer (f / m / x),IT
Quality Assurance and Engineering - Fresh Graduate,Cognizant Technology Solutions AG,,Zürich,N,Zurich,Quality Assurance and Engineering - Fresh Graduate,IT
Requirement Engineer,Harvey Nash AG,,Zürich,N,Zurich,requirement Engineer,IT
Requirements Engineer – Sales Technology (f/m) 60-100%,Tamedia AG,,Zürich,N,Zurich,Requirements Engineer - Sales Technology (f / m) 60-100%,IT
Sachbearbeiter/in Digitale Forensik,Stadtpolizei Zürich,,Zürich,N,Zurich,Clerk / in Digital Forensics,IT
Sales Manager IT-Security (m/w),e3 AG,,Zürich,N,Zurich,Sales Manager IT Security (m / w),IT
SAP Applikationsbetreuer/in SLCM,Universität Zürich,,Zürich,N,Zurich,SAP Applikationsbetreuer / in SLCM,IT
SAP Basis Engineer,Coopers Group AG,,Zürich,N,Zurich,SAP Basis Engineer,IT
SAP-ABAP-Entwickler (m/w/d),Hays (Schweiz) AG,,Zürich,N,Zurich,SAP ABAP (m / w / d),IT
SAP-Entwickler (w/m),M-Industrie AG,,Zürich,N,Zurich,SAP Developer (f / m),IT
SAP-Entwickler (w/m),M-Industrie AG,,Zürich,N,Zurich,SAP Developer (f / m),IT
Scrum Master 100% - Wallisellen und/oder Solothurn,Adcubum AG,,Zürich,N,Zurich,Scrum Master 100% - Wallisellen and / or Solothurn,IT
Security Engineer - HSM Product Owner,SIX Payment Services AG,,Zürich,N,Zurich,Security Engineer - HSM Product Owner,IT
Security Engineer mit Fokus WAF und IAM (80-100%),Aspectra AG,,Zürich,N,Zurich,Security Engineer with focus WAF and IAM (80-100%),IT
Senior .Net Developer,Harvey Nash AG,,Zürich,N,Zurich,Senior .Net Developer,IT
Senior .NET Software Engineer / Architect (m/w/d),Atos AG,,Zürich,N,Zurich,Senior .NET Software Engineer / Architect (m / w / d),IT
Senior .NET Software Engineer / Architect (m/w/d),Atos AG,,Zürich,N,Zurich,Senior .NET Software Engineer / Architect (m / w / d),IT
Senior .NET Software Engineer / Architect (m/w/d),Atos AG,,Zürich,N,Zurich,Senior .NET Software Engineer / Architect (m / w / d),IT
Senior Data Analyst (m/w),JobCloud AG,,Zürich,N,Zurich,Senior Data Analyst (m / f),IT
Senior DWH Developer,Pro Informatik GmbH,,Zürich,N,Zurich,Senior DWH Developer,IT
Senior Front-End Developer,Vontobel,,Zürich,N,Zurich,Senior Front End Developer,IT
Senior Front-End Developer,Vontobel,,Zürich,N,Zurich,Senior Front End Developer,IT
Senior Frontend Software Engineer (w/m) 80-100%,TX Group AG,,Zürich,N,Zurich,Senior Front End Software Engineer (m / w) 80-100%,IT
"Senior Fullstack Software Engineer (Java, Angular)",Zürcher Kantonalbank,,Zürich,N,Zurich,"Senior Full Stack Software Engineer (Java, Angular)",IT
Senior Information Security Consultant (m/w) 100%,swisselect ag,,Zürich,N,Zurich,Senior Information Security Consultant (m / w) 100%,IT
Senior IT Projekt- & Service-Manager (m/w/d),Privatbank IHAG Zürich AG,,Zürich,N,Zurich,Senior IT Project & Service Manager (m / w / d),IT
Senior Java Backend Engineer (m/w),Zürcher Kantonalbank,,Zürich,N,Zurich,Senior Java backend Engineer (m / f),IT
Senior Java Developer,Harvey Nash AG,,Zürich,N,Zurich,Senior Java Developer,IT
Senior Java Developer for Trade Finance,Cognizant Technology Solutions AG,,Zürich,N,Zurich,Senior Java Developer for Trade Finance,IT
Senior Java Software Developer,Credit Suisse AG,,Zürich,N,Zurich,Senior Java Software Developer,IT
Senior Java Software Development,SIX,,Zürich,N,Zurich,Senior Java Software Development,IT
Senior MS Dynamics 365 CRM Specialist,ELCA Informatik AG,,Zürich,N,Zurich,Senior MS Dynamics CRM Specialist 365,IT
Senior Network Security Engineer,SIX,,Zürich,N,Zurich,Senior Network Security Engineer,IT
"Senior Operational Risk Manager for Swiss Universal Bank IT, 80 - 100%",Credit Suisse AG,,Zürich,N,Zurich,"Senior Operational Risk Manager for Swiss universal bank IT, 80-100%",IT
Senior Project Manager - Financial Services,SIX Payment Services AG,,Zürich,N,Zurich,Senior Project Manager - Financial Services,IT
Senior Scala Developer 100%,Leonteq Securities AG,,Zürich,N,Zurich,Senior Scala Developer 100%,IT
Senior Software Developer,Vontobel,,Zürich,N,Zurich,Senior Software Developer,IT
Senior Software Developer,Vontobel,,Zürich,N,Zurich,Senior Software Developer,IT
Senior Software Engineer - Linux OS,RUAG,,Zürich,N,Zurich,Senior Software Engineer - Linux OS,IT
Senior Software Engineer - Testing,RUAG,,Zürich,N,Zurich,Senior Software Engineer - Testing,IT
"Senior Software Engineer (w/m, 80-100%)",VZ VermögensZentrum,,Zürich,N,Zurich,"Senior Software Engineer (w / m, 80-100%)",IT
SENIOR SOFTWARE ENGINEER JAVA,ECOFIN,,Zürich,N,Zurich,SENIOR SOFTWARE ENGINEER JAVA,IT
SENIOR SOFTWARE ENGINEER JAVA/ANGULAR,ECOFIN,,Zürich,N,Zurich,SENIOR SOFTWARE ENGINEER JAVA / ANGULAR,IT
Senior Software Engineer mit Schwerpunkt Java (80-100%),SUISA,,Zürich,N,Zurich,Senior Software Engineer focusing on Java (80-100%),IT
Senior Solution Architect,AdNovum Informatik AG,,Zürich,N,Zurich,Senior Solution Architect,IT
Senior Test Automation Engineer,Pro Informatik GmbH,,Zürich,N,Zurich,Senior Test Automation Engineer,IT
Senior UX Researcher (w/m) 80-100%,Tamedia AG,,Zürich,N,Zurich,Senior UX Researcher (w / w) 80-100%,IT
Senior Voice Engineer/Architekt,RUAG,,Zürich,N,Zurich,Senior Voice Engineer / Architect,IT
Software Developer PL/SQL,Pro Informatik GmbH,,Zürich,N,Zurich,Software Developer PL / SQL,IT
Software Developer Python/SQL,Pro Informatik GmbH,,Zürich,N,Zurich,Python Software Developer / SQL,IT
Software Engineer – Senior Backend Developer,Avaloq Evolution AG,,Zürich,N,Zurich,Software Engineer - Senior Backend Developer,IT
Software Engineer (Perfomance Engineering),Avaloq Evolution AG,,Zürich,N,Zurich,Software Engineer (Performance Engineering),IT
Software Engineer / Supporter - Frontoffice,SIX Payment Services AG,,Zürich,N,Zurich,Software Engineer / Supporter - Front Office,IT
Software Engineer Custody,Avaloq Evolution AG,,Zürich,N,Zurich,Software Engineer Custody,IT
"Software Engineer Full Stack (w/m, 60-100%)",VZ VermögensZentrum,,Zürich,N,Zurich,"Software Engineer Full Stack (w / m, 60-100%)",IT
Software Engineer in Test,Greenliff AG,,Zürich,N,Zurich,Software Engineer in Test,IT
Software Engineer Output Management,Avaloq Evolution AG,,Zürich,N,Zurich,Software Engineer Output Management,IT
Software Engineer Payment Processing,Avaloq Evolution AG,,Zürich,N,Zurich,Software Engineer Payment Processing,IT
Software Engineer. Berufseinsteiger*. 80-100%.,Namics AG,,Zürich,N,Zurich,Software Engineer. * Professionals. 80-100%.,IT
Software Solution and Integration Engineer (100%),Cembra Money Bank,,Zürich,N,Zurich,Software Solution and Integration Engineer (100%),IT
Software-Architekt (80-100%),emineo Informatik AG,,Zürich,N,Zurich,Software Architect (80-100%),IT
Solution Architect,Flowable AG,,Zürich,N,Zurich,Solution Architect,IT
Solution Architect Microsoft Dynamics 365 FO (AX),ELCA Informatik AG,,Zürich,N,Zurich,Solution Architect Microsoft Dynamics 365 FO (AX),IT
Solution Architect*. 80-100%.,Namics AG,,Zürich,N,Zurich,Solution Architect *. 80-100%.,IT
Solution Architecture Lead (f/m) 80-100%,TX Group AG,,Zürich,N,Zurich,Solution Architecture Lead (f / m) 80-100%,IT
Spezialist/in Forschungsdatenmanagement-Support,ETH Zürich,,Zürich,N,Zurich,Specialist / in research data management support,IT
System Architekt 90 - 100% (m/w),Abraxas Informatik AG,,Zürich,N,Zurich,System architect 90-100% (w / w),IT
System Engineer (m/w),yellowshark AG,,Zürich,N,Zurich,System Engineer (m / f),IT
System Engineer Middleware,SIX,,Zürich,N,Zurich,System Engineer Middleware,IT
System Engineer Netzwerk (w/m) 80-100%,NZZ Management AG,,Zürich,N,Zurich,System Engineer network (w / w) 80-100%,IT
Tech Lead / Architect,Harvey Nash AG,,Zürich,N,Zurich,Tech Lead / Architect,IT
Technical Business Consultant,ProfiLogic AG,,Zürich,N,Zurich,Technical Business Consultant,IT
Technischer Supporter (m/w/d) 80-100%,Mentz GmbH,,Zürich,N,Zurich,Technical supporter (m / f / d) 80-100%,IT
Test Automation Engineer (UFT and VB scripting),Cognizant Technology Solutions AG,,Zürich,N,Zurich,Test Automation Engineer (UFT and VB scripting),IT
Test Consultant f/m/d,Sixsentix AG,,Zürich,N,Zurich,Test Consultant f / m / d,IT
Test Engineer / Testmanager,ProfiLogic AG,,Zürich,N,Zurich,Test Engineer / Test Manager,IT
Test Manager,Cembra Money Bank,,Zürich,N,Zurich,test Manager,IT
Test Manager Avaloq (Contract),IT Di-Visions AG,,Zürich,N,Zurich,Test Manager Avaloq (Contract),IT
Test Manager/Test Engineer,ITech Consult AG,,Zürich,N,Zurich,Test Manager / Test Engineer,IT
Tosca Software Tester (m/w) 100%,yellowshark AG,,Zürich,N,Zurich,Tosca Software Tester (m / w) 100%,IT
UI/UX-Designer 80-100%,Aduno Gruppe,,Zürich,N,Zurich,UI / UX designer 80-100%,IT
UX/UI-Designer «20 Minuten» (w/m) 80–100%,Tamedia AG - 20 Minuten,,Zürich,N,Zurich,"UX / UI designer ""20 Minuten"" (w / m) 80-100%",IT
Web Application Developer Drupal,FREITAG lab. ag,,Zürich,N,Zurich,Web Application Developer Drupal,IT
Web Consultant 80% für 8 Monate ab Juni 2020,"Universal-Job AG, Zürich-Technik-IT",,Zürich,N,Zurich,Web Consultant 80% for 8 months from June 2020,IT
Business IT Specialist with background in economy (80%-100%),Schweizerische Nationalbank,,Zürich,N,Zurich,Business IT Specialist with background in economy (80%-100%),IT
Business IT Specialist with background in economy - SAP (80%-100%),Schweizerische Nationalbank,,Zürich,N,Zurich,Business IT Specialist with background in economy - SAP (80%-100%),IT
